,page,country,rev_id,preditcion,FIPS,Name,Type,TimeFrame,Data (M),Population
21237,David Tennant (politician),Cape Colony,798742813.0,C,,,,,,
21238,Andries Stockenström,Cape Colony,799373837.0,B,,,,,,
21239,"Sir Harry Smith, 1st Baronet",Cape Colony,799472552.0,C,,,,,,
21240,Charles Henry Darling,Cape Colony,800159179.0,Start,,,,,,
21241,John Paterson (Cape politician),Cape Colony,800767317.0,C,,,,,,
21242,John X. Merriman,Cape Colony,801351302.0,C,,,,,,
21243,Mpilo Walter Benson Rubusana,Cape Colony,801417570.0,Start,,,,,,
21244,Henry Hugh Clifford,Cape Colony,801856640.0,C,,,,,,
21245,James Tennant Molteno,Cape Colony,801935094.0,C,,,,,,
21246,Leander Starr Jameson,Cape Colony,803177433.0,C,,,,,,
21247,Henry Bartle Frere,Cape Colony,803288472.0,B,,,,,,
21248,"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116.0,C,,,,,,
21249,"Henry Loch, 1st Baron Loch",Cape Colony,803618569.0,C,,,,,,
21250,Francis Dundas,Cape Colony,803908887.0,Start,,,,,,
21251,Lowry Cole,Cape Colony,804277547.0,Start,,,,,,
21252,"Sir David Baird, 1st Baronet",Cape Colony,804362436.0,C,,,,,,
21253,James Rose Innes,Cape Colony,804497413.0,GA,,,,,,
21254,Nicolaas Frederic de Waal,Cape Colony,805157563.0,Stub,,,,,,
21255,"John Charles Molteno, Jr.",Cape Colony,805678535.0,C,,,,,,
21256,"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015.0,C,,,,,,
21257,Gordon Sprigg,Cape Colony,806340214.0,C,,,,,,
21258,Cecil Rhodes,Cape Colony,806647373.0,B,,,,,,
21259,George Grey,Cape Colony,807290539.0,FA,,,,,,
21260,Peregrine Maitland,Cape Colony,807330872.0,C,,,,,,
21261,Thomas Francis Wade,Cape Colony,807401513.0,C,,,,,,
24492,"List of members of the National Assembly (South Korea), 1950–54",South Korean,663348266.0,Stub,,,,,,
24493,Park In-won,South Korean,703478926.0,Stub,,,,,,
24494,Kim Seung-kew,South Korean,716323288.0,Stub,,,,,,
24495,Seo Young-kyo,South Korean,717405394.0,Start,,,,,,
24496,Lee Wu-jong,South Korean,723064614.0,Stub,,,,,,
24497,Yu In-chon,South Korean,760062536.0,Start,,,,,,
24498,Kim Wan-ju,South Korean,770622878.0,Stub,,,,,,
24499,Park Yong-jin,South Korean,770623036.0,Start,,,,,,
24500,Lee Jong-kul,South Korean,770757174.0,Stub,,,,,,
24501,Kim Hyun-jong,South Korean,770760118.0,Stub,,,,,,
24502,Shin Ki-ha,South Korean,774367693.0,Stub,,,,,,
24503,Lee Chunhee,South Korean,775234175.0,Stub,,,,,,
24504,Ahn Dae-hee,South Korean,775458263.0,Stub,,,,,,
24505,Ahn Gyu-baek,South Korean,775458608.0,Start,,,,,,
24506,Park Hong-keun,South Korean,775458639.0,Start,,,,,,
24507,Ahn Sang-yeong,South Korean,777008205.0,Stub,,,,,,
24508,Jang Deok-jin,South Korean,777070214.0,Stub,,,,,,
24509,Kim Jae-soon,South Korean,778915319.0,Stub,,,,,,
24510,Kim Jin-sun,South Korean,778916810.0,Stub,,,,,,
24511,Kim Il-ung,South Korean,779544705.0,Stub,,,,,,
24512,Koo Kyo-hyun,South Korean,779544873.0,Stub,,,,,,
24513,Ji Sang-wook,South Korean,780227423.0,Start,,,,,,
24514,Chung Hong-won,South Korean,781133659.0,Start,,,,,,
24515,Kim Byong-joon,South Korean,781134255.0,Stub,,,,,,
24516,Hong Ihk-pyo,South Korean,782498395.0,Start,,,,,,
24517,Jeon Soon-ok,South Korean,782649404.0,Stub,,,,,,
24518,Lee Hae-chan,South Korean,785317852.0,Start,,,,,,
24519,Yu Myung-hwan,South Korean,790178486.0,Stub,,,,,,
24520,Yoon Young-kwan,South Korean,790178940.0,Start,,,,,,
24521,Yoon Jeung-hyun,South Korean,790179508.0,Stub,,,,,,
24522,Suh Sang-chul,South Korean,790180349.0,Start,,,,,,
24523,Bak Maeng-woo,South Korean,790471224.0,C,,,,,,
24524,Lee Wan-koo,South Korean,791389950.0,Start,,,,,,
24525,Kim Chang-ryong,South Korean,792037093.0,Start,,,,,,
24526,Yun Duk-min,South Korean,794638210.0,Stub,,,,,,
24527,Cheong Yang-seog,South Korean,795546187.0,Stub,,,,,,
24528,Chin Young,South Korean,795546191.0,Start,,,,,,
24529,Kim Kwan-yong,South Korean,795546228.0,Start,,,,,,
24530,Lee Hahn-koo,South Korean,795546245.0,Stub,,,,,,
24531,Lee Jung-hyun (politician),South Korean,795546256.0,Stub,,,,,,
24532,Kim Chong-hoh,South Korean,797806095.0,Stub,,,,,,
24533,Chung Ho-yong,South Korean,798295710.0,Stub,,,,,,
24534,Lee Jae-myung,South Korean,798611948.0,Stub,,,,,,
24535,Lee Nak-hoon,South Korean,799083872.0,C,,,,,,
24536,Yoo Il-ho,South Korean,799945764.0,Stub,,,,,,
24537,Park Young-sun,South Korean,800258105.0,Start,,,,,,
24538,Kwon Young-ghil,South Korean,800896932.0,Start,,,,,,
24539,In Jae-keun,South Korean,800896981.0,Stub,,,,,,
24540,Kang Kum-sil,South Korean,802728876.0,Stub,,,,,,
24541,Park Yong-ok,South Korean,802955917.0,Stub,,,,,,
24542,Jeon Hye-sook,South Korean,803383030.0,Stub,,,,,,
24543,Kim Un-yong,South Korean,803838269.0,Start,,,,,,
24544,Sim Sang-jung,South Korean,804816596.0,C,,,,,,
24545,Kim So-yeon (activist),South Korean,804817210.0,C,,,,,,
24546,Yi Yun-yong,South Korean,804962117.0,Stub,,,,,,
24547,Byeon Yeong-tae,South Korean,804962160.0,Stub,,,,,,
24548,Lee Beom-seok (foreign minister),South Korean,804962170.0,Stub,,,,,,
24549,Yoo Chang-soon,South Korean,804968129.0,Stub,,,,,,
24550,Lee Hyun-jae,South Korean,804968364.0,Stub,,,,,,
24551,Hyun Soong-jong,South Korean,804968483.0,Stub,,,,,,
24552,Yun Byung-se,South Korean,804971432.0,Stub,,,,,,
24553,Kim Sung-hwan (politician),South Korean,804971477.0,Stub,,,,,,
24554,Kim Suk-soo,South Korean,804971686.0,Stub,,,,,,
24555,Kim Hwang-sik,South Korean,804971888.0,C,,,,,,
24556,Chang Sang,South Korean,804972263.0,Stub,,,,,,
24557,Chang Taek-sang,South Korean,805053478.0,Start,,,,,,
24558,"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721.0,Stub,,,,,,
24559,Lim Su-kyung,South Korean,805293256.0,C,,,,,,
24560,Ki Dong-min,South Korean,805956890.0,Start,,,,,,
24561,Shin Sung-mo,South Korean,805991409.0,Stub,,,,,,
24562,Chun Jung-bae,South Korean,806073279.0,Start,,,,,,
24563,"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996.0,Start,,,,,,
24564,Han Duck-soo,South Korean,806124709.0,Start,,,,,,
24565,Roh Tae-woo,South Korean,806145466.0,C,,,,,,
24566,Han Myeong-sook,South Korean,806182207.0,C,,,,,,
24567,Choo Mi-ae,South Korean,806184478.0,C,,,,,,
24568,Na Kyung-won,South Korean,806319565.0,Start,,,,,,
24569,Min Byung-doo,South Korean,806399005.0,Start,,,,,,
24570,Choe Kwang-shik,South Korean,806439224.0,Stub,,,,,,
24571,Choi Kyu-hah,South Korean,806462613.0,C,,,,,,
24572,Won Sei-hoon,South Korean,806511942.0,Stub,,,,,,
24573,Won Yoo-chul,South Korean,806512047.0,Stub,,,,,,
24574,Kim Boo-kyum,South Korean,806555857.0,Start,,,,,,
24575,Baek Du-jin,South Korean,806590508.0,Stub,,,,,,
24576,"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773.0,Start,,,,,,
24577,Park Chung-hee,South Korean,806801805.0,C,,,,,,
24578,Chun Doo-hwan,South Korean,806846283.0,C,,,,,,
24579,Roh Moo-hyun,South Korean,806852494.0,B,,,,,,
24580,Lee Jung-hee,South Korean,807021657.0,Start,,,,,,
24581,Song Yo-chan,South Korean,807029190.0,Stub,,,,,,
24582,Kitack Lim,South Korean,807057020.0,Start,,,,,,
24583,Park Geun-hye,South Korean,807060237.0,B,,,,,,
24584,Do Jong-hwan,South Korean,807122658.0,C,,,,,,
24585,Assassination of Park Chung-hee,South Korean,807142261.0,C,,,,,,
24586,Geum Min,South Korean,807404528.0,Stub,,,,,,
24587,Nam Duck-woo,South Korean,807423123.0,Stub,,,,,,
32098,Toluono Feti,Samoan,671515606.0,Stub,,,,,,
32099,James Ah Koy,Samoan,704919844.0,B,,,,,,
32100,Va'aelua Eti Alesana,Samoan,705218371.0,Start,,,,,,
32101,Misa Telefoni Retzlaff,Samoan,706207837.0,Start,,,,,,
32102,Luagalau Levaula Kamu,Samoan,706804758.0,Stub,,,,,,
32103,Leafa Vitale,Samoan,706837234.0,Stub,,,,,,
32104,Niko Lee Hang,Samoan,707525246.0,Stub,,,,,,
32105,Tuu'u Anasi'i Leota,Samoan,707525315.0,Stub,,,,,,
32106,Tuiloma Pule Lameko,Samoan,707750982.0,Stub,,,,,,
32107,Laauli Leuatea Polataivao,Samoan,714244543.0,Stub,,,,,,
32108,To’alepaiali’i Toeolesulusulu Salesa III,Samoan,717442173.0,Stub,,,,,,
32109,Namulau’ulu Vavae Tuilagi,Samoan,718995854.0,Stub,,,,,,
32110,Lefau Harry Schuster,Samoan,719691980.0,Stub,,,,,,
32111,Tuitama Talalelei Tuitama,Samoan,723152770.0,Stub,,,,,,
32112,Le Mamea Matatumua Ata,Samoan,726724077.0,Stub,,,,,,
32113,Tole’afoa Solomona To’ailoa,Samoan,726724455.0,Stub,,,,,,
32114,Lealailepule Rimoni Aiafi,Samoan,738999542.0,Start,,,,,,
32115,Va'ai Papu Vailupe,Samoan,739170575.0,Start,,,,,,
32116,Palusalue Fa’apo II,Samoan,739170586.0,Start,,,,,,
32117,Tolofuaivalelei Falemoe Lei’ataua,Samoan,739170620.0,Start,,,,,,
32118,A'eau Peniamina,Samoan,739170646.0,Start,,,,,,
32119,Patu Ativalu,Samoan,739170663.0,Stub,,,,,,
32120,Sua Sulu'ape Paulo II,Samoan,740773350.0,C,,,,,,
32121,Asiata Sale'imoa Va'ai,Samoan,745204530.0,Stub,,,,,,
32122,Aiono Nonumalo Sofara,Samoan,748298776.0,Stub,,,,,,
32123,Mata'afa Faumuina Fiame Mulinu'u I,Samoan,748384437.0,Start,,,,,,
32124,Fiame Mata'afa Faumuina Mulinu'u II,Samoan,748477510.0,C,,,,,,
32125,Matatumua Maimoana,Samoan,757107378.0,Start,,,,,,
32126,Laulu Fetauimalemau Mata'afa,Samoan,757107952.0,C,,,,,,
32127,Fiame Naomi Mata'afa,Samoan,757562316.0,Start,,,,,,
32128,Safuneitu'uga Pa'aga Neri,Samoan,757616961.0,Stub,,,,,,
32129,Gatoloaifaana Amataga Alesana-Gidlow,Samoan,758953501.0,Stub,,,,,,
32130,Tuala Ainiu Iusitino,Samoan,762572848.0,Stub,,,,,,
32131,Paul Alan Cox,Samoan,767363297.0,C,,,,,,
32132,Tuala Falenaoti Tiresa Malietoa,Samoan,771267864.0,Stub,,,,,,
32133,Toi Aukuso Cain,Samoan,771651038.0,Stub,,,,,,
32134,Muagututagata Peter Ah Him,Samoan,780759402.0,Stub,,,,,,
32135,Sua Rimoni Ah Chong,Samoan,782134923.0,Start,,,,,,
32136,Luamanuvao Winnie Laban,Samoan,782465136.0,Start,,,,,,
32137,Order of Merit of Samoa,Samoan,782768517.0,Stub,,,,,,
32138,Sapa'u Ruperake Petaia,Samoan,783679600.0,Stub,,,,,,
32139,Le Mamea Ropati,Samoan,784413731.0,Start,,,,,,
32140,Tui Manuʻa Elisala,Samoan,785553682.0,Start,,,,,,
32141,Mata'afa,Samoan,786776338.0,Start,,,,,,
32142,Polataivao Fosi,Samoan,787519332.0,C,,,,,,
32143,Tony Tuimavave,Samoan,788649434.0,Start,,,,,,
32144,Tuimaleali'ifano,Samoan,791884820.0,Stub,,,,,,
32145,Dave Solomon (rugby),Samoan,793129536.0,Start,,,,,,
32146,Va'ai Kolone,Samoan,793294077.0,Start,,,,,,
32147,Tamaseu Leni Warren,Samoan,793926721.0,Stub,,,,,,
32148,Mata'afa Iosefo,Samoan,794202189.0,Start,,,,,,
32149,Ale Vena Ale,Samoan,796309750.0,Stub,,,,,,
32150,Keneti Sio,Samoan,796377891.0,Stub,,,,,,
32151,Prime Minister of Samoa,Samoan,797760961.0,C,,,,,,
32152,Tupua Tamasese Lealofi IV,Samoan,798166885.0,Stub,,,,,,
32153,Tofilau Eti Alesana,Samoan,798166951.0,Start,,,,,,
32154,Aiono Fanaafi Le Tagaloa,Samoan,798494387.0,Start,,,,,,
32155,Le Tagaloa Pita,Samoan,798807561.0,Start,,,,,,
32156,Aveau Niko Palamo,Samoan,801057378.0,Stub,,,,,,
32157,Mark Gosche,Samoan,801142102.0,C,,,,,,
32158,Lauaki Namulauulu Mamoe,Samoan,801175876.0,C,,,,,,
32159,Tufuga Efi,Samoan,801182300.0,C,,,,,,
32160,Salamasina,Samoan,801186581.0,Start,,,,,,
32161,Tupua Tamasese Meaʻole,Samoan,801213484.0,Stub,,,,,,
32162,Emma Kruse Va'ai,Samoan,801564093.0,Start,,,,,,
32163,Tuilaepa Aiono Sailele Malielegaoi,Samoan,801570141.0,C,,,,,,
32164,Tupua Tamasese,Samoan,801746626.0,Stub,,,,,,
32165,Tupua Tamasese Lealofi III,Samoan,801944573.0,Start,,,,,,
32166,Olaf Frederick Nelson,Samoan,802011301.0,Start,,,,,,
32167,Va'aletoa Sualauvi II,Samoan,802218035.0,Start,,,,,,
32168,Faumuina Tiatia Liuga,Samoan,802850235.0,Start,,,,,,
32169,Malietoa Tanumafili II,Samoan,804303257.0,C,,,,,,
32170,Fuimaono Naoia Tei,Samoan,804379271.0,Stub,,,,,,
32171,Fuiono Senio,Samoan,804379277.0,Stub,,,,,,
32172,O le Ao o le Malo,Samoan,806055721.0,GA,,,,,,
32173,William Sio,Samoan,807177019.0,C,,,,,,
34569,Speaker of the Legislative Assembly of Montserrat,Montserratian,674919905.0,Stub,,,,,,
34570,Peter Waterworth,Montserratian,712713704.0,Stub,,,,,,
34571,Christopher J. Turner,Montserratian,719256142.0,Start,,,,,,
34572,Howard Fergus,Montserratian,725980651.0,Start,,,,,,
34573,Ashley Greenwood,Montserratian,737169369.0,Start,,,,,,
34574,Teresina Bodkin,Montserratian,757086597.0,Stub,,,,,,
34575,Shirley Osborne,Montserratian,757086621.0,Stub,,,,,,
34576,Adrian Davis (governor),Montserratian,762009545.0,Stub,,,,,,
34577,David G. P. Taylor,Montserratian,768679602.0,Start,,,,,,
34578,Sarita Francis,Montserratian,770131970.0,Start,,,,,,
34579,David Brandt (politician),Montserratian,771351774.0,Stub,,,,,,
34580,Bertrand Osborne,Montserratian,771351955.0,Stub,,,,,,
34581,Percival Austin Bramble,Montserratian,771352057.0,Stub,,,,,,
34582,Winston Pond,Montserratian,781452925.0,Stub,,,,,,
34583,Mary Rose Tuitt,Montserratian,783821985.0,Start,,,,,,
34584,Tony Longrigg,Montserratian,784856577.0,Stub,,,,,,
34585,Deborah Barnes-Jones,Montserratian,784875662.0,Start,,,,,,
34586,William Henry Bramble,Montserratian,788976365.0,C,,,,,,
34587,John Kemys Spencer-Churchill,Montserratian,789918293.0,Stub,,,,,,
34588,Reuben Meade,Montserratian,790614135.0,Start,,,,,,
34589,Wilfred Bennett Davidson-Houston,Montserratian,791981452.0,Start,,,,,,
34590,Elizabeth Carriere,Montserratian,793896767.0,Stub,,,,,,
34591,"Government House, Montserrat",Montserratian,798265888.0,Start,,,,,,
34592,Donaldson Romeo,Montserratian,799317293.0,Start,,,,,,
34593,Premier of Montserrat,Montserratian,801175821.0,Start,,,,,,
34594,Governor of Montserrat,Montserratian,806415676.0,Start,,,,,,
34595,Tony Abbott (governor),Montserratian,806730593.0,Stub,,,,,,
35662,Chairman of the Island Council (Pitcairn),Pitcairn Islands,680532939.0,Stub,,,,,,
35663,Edgar Allen Christian,Pitcairn Islands,715823848.0,Stub,,,,,,
35664,Frederick Martin Christian,Pitcairn Islands,715823876.0,Stub,,,,,,
35665,John Lorenzo Christian,Pitcairn Islands,715823908.0,Stub,,,,,,
35666,Benjamin Stanley Young,Pitcairn Islands,717259837.0,Stub,,,,,,
35667,Edward Quintal,Pitcairn Islands,717338734.0,Stub,,,,,,
35668,Arthur Quintal I,Pitcairn Islands,717340951.0,Stub,,,,,,
35669,Fletcher Christian II,Pitcairn Islands,717340996.0,Stub,,,,,,
35670,Moses Young,Pitcairn Islands,717341064.0,Stub,,,,,,
35671,Matthew McCoy (Magistrate),Pitcairn Islands,717345596.0,Stub,,,,,,
35672,Arthur Quintal II,Pitcairn Islands,717346443.0,Stub,,,,,,
35673,Charles Christian II,Pitcairn Islands,717350782.0,Stub,,,,,,
35674,Norris Henry Young,Pitcairn Islands,717867039.0,Stub,,,,,,
35675,Arthur Galsworthy,Pitcairn Islands,719706841.0,Stub,,,,,,
35676,Jonathan Sinclair,Pitcairn Islands,731458576.0,Stub,,,,,,
35677,Simon Young (magistrate),Pitcairn Islands,748179514.0,Stub,,,,,,
35678,Brian Young (magistrate),Pitcairn Islands,749046736.0,Stub,,,,,,
35679,Joshua Hill (Pitcairn Island leader),Pitcairn Islands,751464749.0,Stub,,,,,,
35680,George Fergusson (diplomat),Pitcairn Islands,754790610.0,C,,,,,,
35681,James Russell McCoy,Pitcairn Islands,754935959.0,Start,,,,,,
35682,Matthew Edmond McCoy,Pitcairn Islands,754935982.0,Stub,,,,,,
35683,Richard Fell,Pitcairn Islands,764601118.0,Start,,,,,,
35684,William Alfred Young,Pitcairn Islands,779056744.0,Stub,,,,,,
35685,Governor of Pitcairn,Pitcairn Islands,782764117.0,Start,,,,,,
35686,Martin Williams (diplomat),Pitcairn Islands,783746509.0,Stub,,,,,,
35687,David Aubrey Scott,Pitcairn Islands,785508390.0,Start,,,,,,
35688,Harold Smedley,Pitcairn Islands,788318957.0,Start,,,,,,
35689,List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,790881651.0,Start,,,,,,
35690,Betty Christian,Pitcairn Islands,791265995.0,Start,,,,,,
35691,Meralda Warren,Pitcairn Islands,794905581.0,C,,,,,,
35692,Victoria Treadell,Pitcairn Islands,795649021.0,Start,,,,,,
35693,Charles Richard Parkin Christian,Pitcairn Islands,796203049.0,Stub,,,,,,
35694,Warren Clive Christian,Pitcairn Islands,796203180.0,Stub,,,,,,
35695,Jay Warren,Pitcairn Islands,796203252.0,Start,,,,,,
35696,Robert Alston,Pitcairn Islands,796592041.0,Stub,,,,,,
35697,Butterworth Stavely,Pitcairn Islands,797221428.0,Start,,,,,,
35698,Gerard Bromley Robert Christian,Pitcairn Islands,799551777.0,Stub,,,,,,
35699,Ivan Christian,Pitcairn Islands,799551778.0,Stub,,,,,,
35700,Pervis Ferris Young,Pitcairn Islands,799551779.0,Stub,,,,,,
35701,Thursday October Christian II,Pitcairn Islands,799551780.0,Start,,,,,,
35702,Brenda Christian,Pitcairn Islands,799551784.0,Start,,,,,,
35703,Shawn Christian (mayor),Pitcairn Islands,800137512.0,Start,,,,,,
35704,List of rulers of the Pitcairn Islands,Pitcairn Islands,801175970.0,Start,,,,,,
38470,Earl Asim Martin,Saint Kitts and Nevis,687127320.0,Stub,,,,,,
38471,Paul Southwell,Saint Kitts and Nevis,703666654.0,Start,,,,,,
38472,Lee Moore (politician),Saint Kitts and Nevis,709078753.0,Stub,,,,,,
38473,Joseph Parry (politician),Saint Kitts and Nevis,709078817.0,Start,,,,,,
38474,Robert James Dugu Gordon,Saint Kitts and Nevis,710428915.0,Stub,,,,,,
38475,Sam Condor,Saint Kitts and Nevis,720360218.0,Stub,,,,,,
38476,Joseph Nathaniel France,Saint Kitts and Nevis,720572188.0,Stub,,,,,,
38477,Shawn Richards,Saint Kitts and Nevis,723892438.0,Start,,,,,,
38478,Patrice Nisbett,Saint Kitts and Nevis,737165159.0,Stub,,,,,,
38479,Premier of Nevis,Saint Kitts and Nevis,757950077.0,Stub,,,,,,
38480,Vance Amory,Saint Kitts and Nevis,774778329.0,C,,,,,,
38481,Edmund Wickham Lawrence (Governor-General),Saint Kitts and Nevis,778464259.0,Start,,,,,,
38482,Ada Mae Edwards,Saint Kitts and Nevis,779378782.0,Start,,,,,,
38483,Constance V. Mitcham,Saint Kitts and Nevis,779379168.0,Start,,,,,,
38484,Marcella Liburd,Saint Kitts and Nevis,783358108.0,Start,,,,,,
38485,Mark Brantley,Saint Kitts and Nevis,784208810.0,Start,,,,,,
38486,Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,787971501.0,Start,,,,,,
38487,Clement Arrindell,Saint Kitts and Nevis,788231533.0,Start,,,,,,
38488,Tapley Seaton,Saint Kitts and Nevis,792406694.0,Start,,,,,,
38489,Konris Maynard,Saint Kitts and Nevis,794794927.0,Stub,,,,,,
38490,Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948.0,C,,,,,,
38491,Simeon Daniel,Saint Kitts and Nevis,797053483.0,Start,,,,,,
38492,List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842.0,Start,,,,,,
38493,Kennedy Simmonds,Saint Kitts and Nevis,798766032.0,Stub,,,,,,
38494,Timothy Harris,Saint Kitts and Nevis,799339256.0,Start,,,,,,
38495,Ouboutou Tegremante,Saint Kitts and Nevis,799930780.0,Stub,,,,,,
38496,Eustace John,Saint Kitts and Nevis,802273418.0,Stub,,,,,,
38497,Denzil Douglas,Saint Kitts and Nevis,804081241.0,Start,,,,,,
38498,Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608.0,Start,,,,,,
38499,Cuthbert Sebastian,Saint Kitts and Nevis,804942241.0,Start,,,,,,
39573,List of mayors of Radoviš,Macedonia,690088836.0,Stub,,,,,,
39574,Trifun Kostovski,Macedonia,711339559.0,Start,,,,,,
39575,Dimitar Dimitrov (writer),Macedonia,714327408.0,Start,,,,,,
39576,Jagnula Kunovska,Macedonia,715648720.0,Start,,,,,,
39577,Stevo Pendarovski,Macedonia,717927538.0,Start,,,,,,
39578,Gordan Georgiev,Macedonia,724075817.0,Stub,,,,,,
39579,Slobodan Čašule,Macedonia,724421215.0,Stub,,,,,,
39580,Spiro Ristovski,Macedonia,724502588.0,Stub,,,,,,
39581,Valon Saracini,Macedonia,725551017.0,Start,,,,,,
39582,Mile Zechevikj,Macedonia,725560890.0,Stub,,,,,,
39583,Nikola Spasovski,Macedonia,725570133.0,Stub,,,,,,
39584,Vančo Šontevski,Macedonia,725570918.0,Stub,,,,,,
39585,Risto Gjorgjiev,Macedonia,725570977.0,Stub,,,,,,
39586,Vlado Misajlovski,Macedonia,725577168.0,Stub,,,,,,
39587,Ksente Bogoev,Macedonia,728545577.0,Stub,,,,,,
39588,Ferdinand Odžakov,Macedonia,736545789.0,Stub,,,,,,
39589,Slobodan Bogoevski,Macedonia,738375479.0,Stub,,,,,,
39590,Ministry of Environment and Physical Planning,Macedonia,738431228.0,Stub,,,,,,
39591,Vangel Ajanovski-Oče,Macedonia,751054819.0,Stub,,,,,,
39592,Emil Kirjas,Macedonia,756341426.0,Stub,,,,,,
39593,Abdylaqim Ademi,Macedonia,762110004.0,Stub,,,,,,
39594,Dobri Veličkovski,Macedonia,763061803.0,Stub,,,,,,
39595,Stanko Mladenovski,Macedonia,764411930.0,Stub,,,,,,
39596,Siljan Avramovski,Macedonia,765551331.0,Start,,,,,,
39597,Goran Mitevski,Macedonia,771736771.0,Stub,,,,,,
39598,Stevčo Jakimovski,Macedonia,774773036.0,Stub,,,,,,
39599,Mile Janakieski,Macedonia,774773200.0,Stub,,,,,,
39600,Ilija Dimovski,Macedonia,779048199.0,Stub,,,,,,
39601,Todor Petrov,Macedonia,780424320.0,C,,,,,,
39602,Metodija Andonov-Čento,Macedonia,781819701.0,Start,,,,,,
39603,Vera Aceva,Macedonia,783955998.0,Start,,,,,,
39604,Dragan Bogdanovski,Macedonia,784214010.0,Stub,,,,,,
39605,Ljupco Andonovski,Macedonia,786138077.0,Stub,,,,,,
39606,Abdilaqim Ademi,Macedonia,787391041.0,Start,,,,,,
39607,Timco Mucunski,Macedonia,787914897.0,Start,,,,,,
39608,Gabriela Konevska-Trajkovska,Macedonia,787991725.0,Stub,,,,,,
39609,Ilinka Mitreva,Macedonia,787991780.0,Stub,,,,,,
39610,Igor Džundev,Macedonia,788000145.0,Stub,,,,,,
39611,Ljube Boškoski,Macedonia,788026057.0,C,,,,,,
39612,Zoran Veruševski,Macedonia,788727080.0,Stub,,,,,,
39613,Andrej Žernovski,Macedonia,789073582.0,Start,,,,,,
39614,Mincho Jordanov,Macedonia,790065914.0,Stub,,,,,,
39615,Gordana Jankuloska,Macedonia,790422718.0,Stub,,,,,,
39616,Sašo Mijalkov,Macedonia,790441999.0,Start,,,,,,
39617,Maksim Dimitrievski,Macedonia,791059536.0,Stub,,,,,,
39618,Bojan Bojanovski,Macedonia,791879937.0,Stub,,,,,,
39619,Boris Trajkovski,Macedonia,791970429.0,C,,,,,,
39620,Mirvan Xhemaili,Macedonia,791991542.0,Start,,,,,,
39621,Branko Crvenkovski,Macedonia,792146742.0,Start,,,,,,
39622,Bujar Osmani,Macedonia,792571494.0,Stub,,,,,,
39623,Zoran Stavreski,Macedonia,795362031.0,Stub,,,,,,
39624,Adnan Jashari,Macedonia,797194590.0,Start,,,,,,
39625,Radmila Šekerinska,Macedonia,797194679.0,Start,,,,,,
39626,Džordže Arsov,Macedonia,800739330.0,Start,,,,,,
39627,Savo Klimovski,Macedonia,801846630.0,Stub,,,,,,
39628,Alajdin Demiri,Macedonia,803102189.0,Stub,,,,,,
39629,President of Macedonia,Macedonia,804647547.0,C,,,,,,
39630,Kiro Gligorov,Macedonia,804752356.0,C,,,,,,
39631,Mayor of the City of Skopje,Macedonia,805813045.0,C,,,,,,
39632,Gjorge Ivanov,Macedonia,805874186.0,GA,,,,,,
39633,Josif Mihajlović Jurukovski,Macedonia,806155912.0,Start,,,,,,
39634,Zoran Jolevski,Macedonia,806217021.0,C,,,,,,
39635,Zoran Zaev,Macedonia,806504184.0,C,,,,,,
39636,Teuta Arifi,Macedonia,806835501.0,Start,,,,,,
39637,Koce Trajanovski,Macedonia,807092813.0,Start,,,,,,
39928,Zaur Avidzba,Abkhazia,694519009.0,Start,,,,,,
39929,Zaur Ardzinba,Abkhazia,704938340.0,Start,,,,,,
39930,Zurab Achba,Abkhazia,721094337.0,Stub,,,,,,
39931,Shota Shamatava,Abkhazia,723736482.0,Stub,,,,,,
39932,Sumbat Saakian,Abkhazia,755193428.0,Stub,,,,,,
39933,Zakan Jugelia,Abkhazia,786203824.0,Start,,,,,,
39934,Raul Eshba,Abkhazia,789039267.0,Stub,,,,,,
39935,Bagrat Shinkuba,Abkhazia,789818648.0,Start,,,,,,
39936,Samson Chanba,Abkhazia,789818730.0,Start,,,,,,
39937,Efrem Eshba,Abkhazia,798644673.0,Stub,,,,,,
39938,Garri Aiba,Abkhazia,799618550.0,Start,,,,,,
39939,Zhiuli Shartava,Abkhazia,802029007.0,Start,,,,,,
39940,Yuri Voronov,Abkhazia,803018106.0,Stub,,,,,,
39941,Gennadi Berulava,Abkhazia,805063877.0,Stub,,,,,,
39942,Guram Gabiskiria,Abkhazia,805775169.0,Start,,,,,,
39943,Nestor Lakoba,Abkhazia,805967589.0,C,,,,,,
42509,Young Vivian,Niuean,703037968.0,Start,,,,,,
42510,Robert Rex,Niuean,763768679.0,Start,,,,,,
42511,Atapana Siakimotu,Niuean,766068997.0,Stub,,,,,,
42512,Ahohiva Levi,Niuean,766068998.0,Stub,,,,,,
42513,Bill Vakaafi Motufoou,Niuean,766069253.0,Stub,,,,,,
